TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
T22441,C8941919,13/3/91,F,BANGALORE,14945.13,23/9/16,191942,292.0
T22442,C8459090,19/11/84,M,BILASPUR,30437.12,23/9/16,190311,1648.0
T22443,C8519080,21/1/89,F,THOOTHUKUDI,47145.08,23/9/16,190311,500.0
T22444,C8910719,2/8/52,M,GURGAON,559221.06,23/9/16,191552,7069.0
T22445,C5936245,18/4/85,M,PUNE,42876.92,23/9/16,200305,740.0
T22446,C9018878,9/6/81,M,GURGAON,3589.85,23/9/16,194325,340.0
T22447,C4451765,20/3/88,M,NOIDA,7258.13,23/9/16,190154,410.0
T22448,C2520471,7/9/76,F,GURGAON,10024.98,23/9/16,200107,200.0
T22449,C3113269,1/4/88,M,ANJAR,100793.85,23/9/16,120949,155.0
T22450,C6357264,5/8/80,F,MUMBAI,843628.39,23/9/16,121236,20000.0
T22451,C6531126,30/12/95,M,SURENDRANAGAR,7.5,23/9/16,121424,20.0
T22452,C8031412,28/9/80,M,GURGAON,128252.15,23/9/16,121430,748.0
T22453,C1615814,4/4/81,M,FARIDABAD,10427.19,23/9/16,123743,1200.0
T22454,C2530612,1/1/1800,M,DEPARTMENTAL STORES CHENNAI,6845.44,23/9/16,123253,19816.89
T22455,C8531255,3/10/96,F,DEHRADUN,2212.91,23/9/16,115538,2300.0
T22456,C2136088,14/9/82,M,NEW DELHI,212704.8,23/9/16,115822,200.0
T22457,C5142936,2/3/91,F,THANE,90574.59,23/9/16,120133,3447.72
T22458,C1158477,28/7/93,F,DELHI,28874.73,23/9/16,115241,525.0
T22459,C1721432,15/9/75,M,NOIDA,218279.05,23/9/16,114122,1465.0
T22460,C6239941,7/4/89,M,BIJNOR,10721.24,23/9/16,124641,30.0
T22461,C1026567,1/1/1800,M,NEW DELHI,103856.35,23/9/16,192914,10000.0
T22462,C7446236,12/2/76,M,MEERUT,31637.8,23/9/16,195612,260.0
T22463,C7721517,18/10/91,F,BANGALORE,11615.05,23/9/16,200342,897.0
T22464,C8821420,14/6/70,M,CHENNAI,29833.77,23/9/16,194607,1392.0
T22465,C6029857,1/1/1800,M,REWARI (HARYANA),19706.12,23/9/16,193321,551.0
T22466,C1650554,11/2/81,M,DELHI,93247.36,23/9/16,193321,7493.0
T22467,C8528512,25/11/78,F,MUMBAI,193605.17,23/9/16,193324,9945.0
T22468,C5514860,6/5/85,M,MUMBAI,5582.58,23/9/16,195442,200.0
T22469,C4015137,5/12/86,M,BAREILLY,59150.68,23/9/16,202540,538.14
T22470,C6034937,10/9/62,M,GURGAON,161732.27,23/9/16,124020,3543.0
T22471,C3526092,1/1/1800,M,GURGAON,72198.06,23/9/16,124058,309.0
T22472,C4619011,14/8/84,M,VIJAYAWADA,2.38,23/9/16,64555,2.0
T22473,C3134915,6/2/92,F,DELHI,63291.91,23/9/16,121810,125.0
T22474,C6018131,13/6/92,M,KHAMMAM,3136.54,23/9/16,122845,20.0
T22475,C5310545,13/1/87,M,BANGALORE,28782.75,23/9/16,123148,310.0
T22476,C6125848,23/2/27,M,SECUNDERABAD,1401790.29,23/9/16,123149,328.0
T22477,C8924029,24/3/97,M,BANGALORE,95.84,23/9/16,123339,799.0
T22478,C2715551,12/4/93,M,NOIDA,5294.19,23/9/16,123626,490.0
T22479,C8239674,2/5/94,M,TIRUVANNAMALAI,19000.82,23/9/16,192809,17.0
T22480,C4516860,1/1/1800,M,NAVI MUMBAI,198942.93,23/9/16,192709,305.0
T22481,C6711588,22/2/95,F,PATNA,51814.1,23/9/16,201736,350.0
T22482,C5115811,4/4/81,M,FARIDABAD,10427.19,23/9/16,122841,856.7
T22483,C7914011,10/9/76,M,SAHARANPUR,1351080.09,23/9/16,122112,299.0
T22484,C3130935,27/3/91,M,NASHIK,2476.65,23/9/16,133321,1000.0
T22485,C3153135,11/4/85,M,GHAZIABAD,521948.28,23/9/16,133245,149.0
T22486,C7868279,22/12/89,M,JAIPUR,7791.17,23/9/16,133706,60.0
T22487,C1022883,6/7/84,M,BHOPAL,173391.52,23/9/16,194941,441.5
T22488,C1140073,19/12/93,F,NEW DELHI,36945.66,23/9/16,194314,154.13
T22489,C5221821,22/4/91,M,AJMER,12.02,23/9/16,195144,200.0
T22490,C3730554,10/9/74,M,CHANDIGARH,6436.07,23/9/16,202130,6600.0
T22491,C7314826,20/2/63,M,RAIGAD,428333.95,23/9/16,123124,600.0
T22492,C4121031,7/2/80,M,MAPUSA,101599.46,23/9/16,121619,33608.0
T22493,C2118756,22/7/87,M,NOIDA,109830.27,23/9/16,122214,788.85
T22494,C2310849,7/5/75,M,PUNE,1875.46,23/9/16,122520,5000.0
T22495,C5723448,18/2/86,M,THANE,22000.56,23/9/16,122523,604.76
T22496,C3911854,1/11/89,M,BARMER,39670.94,23/9/16,132355,130.0
T22497,C5726975,3/2/90,M,GURGAON,600478.78,27/9/16,134717,722.0
T22498,C3335636,24/2/76,M,GREATER NOIDA,22205.42,27/9/16,135017,536.92
T22499,C5037130,7/5/82,M,NEW DELHI,4405.12,27/9/16,135542,100.0
T22500,C7027172,27/4/90,F,THANE,67430.18,27/9/16,132941,178.0
T22501,C3621835,17/9/83,M,TIRUPATI,2543.1,27/9/16,131808,250.0
T22502,C1842157,8/1/75,M,RAIPUR,7166.19,23/9/16,195313,133.0
T22503,C5318888,4/1/90,M,PANIPAT,3191.07,23/9/16,194956,3200.0
T22504,C8338938,7/10/86,F,BANGALORE,3210.01,23/9/16,195151,423.0
T22505,C7330965,1/1/1800,M,KOLKATA,370458.79,23/9/16,195149,2453.0
T22506,C4920137,25/1/92,M,PALGHAR,3453.34,23/9/16,195404,16.0
T22507,C8217219,18/7/82,M,NAVI MUMBAI,95844.09,23/9/16,195836,650.0
T22508,C7530245,30/9/92,M,AURANGABAD AURANGABAD,178.28,23/9/16,195930,60.0
T22509,C5039279,1/1/1800,M,MANALI,27302.95,23/9/16,195755,1199.0
T22510,C4559124,25/9/78,F,GURGAON,6497.8,23/9/16,195759,11300.0
T22511,C4463477,3/10/88,M,MOHALI,57224.63,23/9/16,195803,500.0
T22512,C3211435,12/7/78,M,LUCKNOW,25256.28,23/9/16,194253,200.0
T22513,C5437477,5/6/77,M,CHENNAI,14697.89,23/9/16,194215,500.0
T22514,C6812390,20/2/82,M,DOHA,30048.81,23/9/16,194217,1050.0
T22515,C4610336,2/1/94,M,DELHI,8774.09,23/9/16,192522,1205.0
T22516,C8731448,27/7/88,M,AMRITSAR,16027.79,23/9/16,190730,55.0
T22517,C2817353,7/10/72,M,ALWAR,6177.7,23/9/16,120643,355.0
T22518,C8812172,,M,BANGALORE,20314.27,23/9/16,120927,800.0
T22519,C2421216,27/12/78,M,ANDHERI W MUMBAI,3270.96,23/9/16,115926,1042.0
T22520,C8522045,1/1/1800,M,GHAZIABAD,13147.02,23/9/16,121740,500.0
T22521,C2138435,3/11/92,M,DELHI,162724.57,23/9/16,122027,100.0
T22522,C2235852,14/6/85,M,BANGALORE,20283.88,23/9/16,122320,500.0
T22523,C4115622,11/6/87,M,LUCKNOW,161.29,23/9/16,120027,36.0
T22524,C5436016,21/8/93,M,KARNAL,13103.73,23/9/16,120557,2129.0
T22525,C2928434,3/2/86,M,KOLAR,15806.7,23/9/16,114932,400.0
T22526,C1313866,20/3/93,F,VISAKHAPATNAM,5206.44,23/9/16,93927,50.0
T22527,C2741582,15/7/43,M,NASHIK,140297.23,23/9/16,193717,3008.0
T22528,C5564257,28/4/88,F,NEW DELHI,1022.23,23/9/16,192722,47.0
T22529,C4320735,2/6/91,M,KANNUR,71.58,23/9/16,114843,782.0
T22530,C6634413,15/3/86,M,LUDHIANA,26155.5,23/9/16,114848,47.0
T22531,C6637448,28/6/86,M,MUMBAI,6793.84,23/9/16,123136,150.0
T22532,C8617235,22/5/85,F,GURGAON,511066.28,23/9/16,131107,14296.42
T22533,C7119913,6/2/91,F,JAIPUR,534.95,23/9/16,115451,250.0
T22534,C6115955,25/1/94,M,JAIPUR,302.86,23/9/16,120041,99.0
T22535,C9030174,23/12/90,F,DELHI,44523.78,23/9/16,114723,224.01
T22536,C1229823,23/4/91,M,DELHI,207118.68,23/9/16,191157,100.0
T22537,C8725672,23/3/85,F,MUMBAI,18248.03,23/9/16,191201,258.0
T22538,C3829932,7/8/82,M,PATIALA,66304.94,23/9/16,191203,300.0
T22539,C3124968,1/1/1800,M,SARJAPUR HOBLI ANEKAR TAL BANGALORE,25110.56,23/9/16,191409,368.0
T22540,C1010864,1/1/1800,M,DELHI,21913.8,23/9/16,191409,500.0
T22541,C1928633,5/5/93,F,RAJKOT,22409.44,23/9/16,191311,650.0
T22542,C3222327,16/5/85,M,SOUTH 24 PARGANAS,6575.6,23/9/16,191558,140.0
T22543,C1023723,5/7/85,M,GURGAON,6.54,23/9/16,190309,915.0
T22544,C2850728,2/1/84,M,SITAMARHI,73827.89,23/9/16,190241,4568.0
T22545,C6025744,8/7/92,M,SION (E) MUMBAI,27594.57,23/9/16,195804,51.0
T22546,C8828044,31/7/84,M,FARIDABAD,502891.74,23/9/16,195954,1295.0
T22547,C5328913,19/7/91,M,KHURDA-ORISSA,57455.86,23/9/16,195957,385.0
T22548,C1512316,18/6/93,M,MUMBAI,489.51,23/9/16,193638,37.0
T22549,C6230838,7/6/86,M,SILIGURI,5107.39,23/9/16,192136,187.0
T22550,C5653222,26/1/59,M,GURGAON,519124.14,23/9/16,193742,60490.0
T22551,C3897051,15/10/90,M,BADAUN,2782.73,23/9/16,195522,50.0
T22552,C1217028,24/2/88,M,CHENNAI,11404.36,23/9/16,120240,1345.0
T22553,C5632044,25/5/88,F,KOLLAM,20429.39,23/9/16,123808,851.0
T22554,C5141140,9/1/91,M,NEW DELHI,81.86,23/9/16,120314,350.0
T22555,C5552770,15/8/94,F,MUMBAI,21804.85,23/9/16,120341,100.0
T22556,C4552562,1/1/89,M,JAIPUR,9101.84,23/9/16,193040,50.0
T22557,C4221766,21/10/89,M,JHAJJAR,44938.19,23/9/16,193048,155.0
T22558,C8041014,1/1/1800,M,NAVI MUMBAI,47446.22,23/9/16,193010,1100.0
T22559,C4728166,6/8/70,M,HINGANGHAT DIST WARDHA,2917.73,23/9/16,192154,530.0
T22560,C3520740,28/12/91,M,THANE,10170.01,23/9/16,124317,50.0
T22561,C4663427,16/4/92,M,KANPUR,13.12,23/9/16,124411,80.0
T22562,C5311988,8/3/92,M,GWALIOR,14766.07,23/9/16,120105,606.9
T22563,C8129033,8/8/93,M,GHAZIABAD,12151.03,23/9/16,125701,47.0
T22564,C5425117,1/1/88,M,KAITHAL,3531.79,23/9/16,125755,7194.0
T22565,C7819517,4/9/68,M,VADODARA,156977.49,23/9/16,121948,3250.0
T22566,C2718737,23/8/90,M,HOSHIARPUR,175213.48,23/9/16,124925,1000.0
T22567,C8098911,1/1/1800,,NAVI MUMBAI,8512.28,23/9/16,124930,4950.0
T22568,C2814658,21/3/88,M,BANGALORE,32139.79,23/9/16,192752,3000.0
T22569,C2314067,22/9/95,M,GHAZIABAD,8985.55,23/9/16,193227,300.0
T22570,C4324664,17/4/90,F,MUMBAI,36706.25,23/9/16,193234,100.0
T22571,C6310151,5/10/81,M,DELHI,65243.72,23/9/16,193237,803.0
T22572,C6861119,18/12/71,F,ROAD BANGALORE,126883.05,23/9/16,193445,1033.0
T22573,C4432867,14/2/89,M,PATNA,8688.98,23/9/16,193608,1034.0
T22574,C4117267,30/7/76,M,THANE,22088.36,23/9/16,193114,690.0
T22575,C4134453,28/10/88,M,NEW DELHI,65920.02,23/9/16,193114,137.0
T22576,C2421667,29/7/72,F,BANGALORE,238660.46,23/9/16,194911,1516.0
T22577,C7520764,24/12/76,F,NEW DELHI,125686.87,23/9/16,123153,212.0
T22578,C3513023,2/9/87,F,GURGAON,27251.42,23/9/16,123257,257.82
T22579,C1533371,15/7/69,M,ROHINI DELHI,919994.57,23/9/16,123250,2022.01
T22580,C1122131,10/5/89,F,PANCHKULA,1944.85,23/9/16,121924,100.0
T22581,C1754165,6/9/89,M,MUMBAI,5457.64,23/9/16,193855,162.0
T22582,C8095045,19/9/88,M,HYDERABAD,7209.95,23/9/16,193856,165.0
T22583,C3013880,6/7/89,F,LUCKNOW,66.93,23/9/16,193856,540.0
T22584,C4230316,21/11/83,F,BANGALORE,197471.41,23/9/16,193928,250.0
T22585,C3439158,,M,PATIALA,32598.06,23/9/16,193645,612.65
T22586,C2614875,24/4/82,M,MUMBAI,4465.9,23/9/16,194004,25.0
T22587,C6127443,22/7/90,F,NOIDA,73056.14,23/9/16,200144,74.71
T22588,C6312425,2/6/85,F,DELHI,242912.56,23/9/16,194323,723.0
T22589,C2337873,21/11/88,F,KOLKATA,16356.41,23/9/16,194325,1498.0
T22590,C3321365,23/1/83,F,MUMBAI,273113.19,23/9/16,193822,229.0
T22591,C1232343,4/7/89,F,JALANDHAR,60008.99,23/9/16,195407,500.0
T22592,C7629336,26/9/91,M,SECUNDERABAD,120.0,23/9/16,194027,20.0
T22593,C4818433,14/11/83,M,BARMER,10421.58,23/9/16,194641,950.0
T22594,C3739925,21/10/71,M,MUMBAI,12164.0,23/9/16,131031,4.0
T22595,C7226588,23/6/92,M,BANGALORE,2270.57,23/9/16,124550,10.0
T22596,C2210952,1/6/93,F,PARK PHASE 1 HINJEWADI PUNE PUNE,67957.14,23/9/16,125004,1079.0
T22597,C6622618,4/3/87,M,SONITPUR,4757.86,23/9/16,193351,126.0
T22598,C7310549,14/4/86,M,DELHI,36941.64,23/9/16,192358,200.0
T22599,C8039788,25/2/90,M,RANCHI,156282.31,23/9/16,192401,310.0
T22600,C2911579,15/2/92,M,DELHI,8797.55,23/9/16,200919,8000.0
T22601,C6024031,12/2/87,F,NOIDA,5277.9,23/9/16,201129,2099.0
T22602,C5417342,28/2/78,M,DELHI,143712.17,23/9/16,123449,7621.0
T22603,C4741835,10/6/82,F,MUMBAI,1147336.53,23/9/16,124434,187.83
T22604,C5631416,18/1/83,F,NOIDA,633156.2,23/9/16,124705,2296.0
T22605,C5720221,4/11/90,F,CHENNAI,563470.15,23/9/16,125243,1186.8
T22606,C7211211,1/12/50,M,GHAZIABAD,31204.09,23/9/16,125048,409.0
T22607,C6436638,10/11/89,M,GURGAON,166521.05,23/9/16,192533,440.0
T22608,C5518564,11/4/90,F,DHANBAD,37138.99,23/9/16,202215,308.0
T22609,C4724416,7/9/93,M,GURGAON,13621.58,23/9/16,201742,211.95
T22610,C2524241,11/11/50,F,MUMBAI,304926.34,23/9/16,201743,620.0
T22611,C6040819,8/6/64,F,DELHI,10171.93,23/9/16,201744,7020.0
T22612,C2235058,1/1/1800,M,NEW DELHI,39310.05,23/9/16,122332,210.0
T22613,C3236583,17/7/83,M,JABALPUR,8137.66,23/9/16,122520,50.0
T22614,C4342291,4/5/85,M,COIMBATORE,14156.84,23/9/16,123328,1000.0
T22615,C5423137,1/12/87,F,PUNE,27422.28,23/9/16,130704,1490.0
T22616,C2939944,21/12/52,F,HOSHIARPUR,69079.38,23/9/16,125337,76.56
T22617,C4523086,14/6/91,M,HYDERABAD,6383.63,23/9/16,192350,845.0
T22618,C8119436,6/11/89,F,NEW DELHI,77516.48,23/9/16,201258,177.94
T22619,C4712171,22/3/88,M,DELHI,224763.28,23/9/16,201258,530.0
T22620,C3521982,20/6/84,F,BORIVALI EAST MUMBAI,234941.74,23/9/16,201600,9093.0
T22621,C7790333,1/7/82,F,GHAZIABAD,12704.29,23/9/16,202517,3700.0
T22622,C8917772,28/9/89,M,MUMBAI,3251.18,23/9/16,200521,14796.0
T22623,C1539951,10/2/85,M,KOLKATA,37143.01,23/9/16,123800,20.0
T22624,C1619711,20/8/57,F,SONEPAT,60391.1,23/9/16,123801,48990.0
T22625,C3233480,18/7/89,F,GHAZIABAD,8076.16,23/9/16,125422,23000.0
T22626,C4016964,27/10/90,F,ALWAR,13363.5,23/9/16,124630,105.0
T22627,C5411453,12/7/78,M,LUCKNOW,25256.28,23/9/16,195226,101.21
T22628,C4720052,6/7/82,M,JAIPUR,26649.63,23/9/16,195404,3700.0
T22629,C7725649,10/6/90,M,PUNE,89882.89,23/9/16,202006,300.0
T22630,C4510437,30/10/78,M,MUMBAI,15273.15,23/9/16,202148,500.0
T22631,C6525571,28/8/85,M,MOUNT HAWTHORN,86681.06,23/9/16,195157,1000.0
T22632,C3041728,2/9/82,M,JAIPUR,26314.18,23/9/16,195202,409.0
T22633,C1719065,30/7/82,F,MUMBAI,680591.43,23/9/16,195531,1304.0
T22634,C2021619,24/8/90,F,BAHADURGARH,36412.09,23/9/16,202344,98.0
T22635,C3555084,31/3/92,F,NEW DELHI,46242.5,23/9/16,124742,285.0
T22636,C6933319,15/7/69,M,ROHINI DELHI,919994.57,23/9/16,131047,2585.0
T22637,C3883028,13/10/87,M,GUWAHATI,28599.03,23/9/16,200145,30996.0
T22638,C4893062,28/3/84,M,BHARUCH,135588.81,23/9/16,195118,639.2
T22639,C5672275,5/4/89,M,DELHI,12804.69,23/9/16,195006,286.0
T22640,C7815817,29/8/87,M,MOHALI,8099.78,23/9/16,195859,1999.0
T22641,C3111488,1/7/93,M,CHANDAUSI,13804.0,23/9/16,200818,350.0
T22642,C6496468,10/3/72,F,LUCKNOW,8348.02,23/9/16,200822,310.0
T22643,C4042731,31/5/82,M,SURAT,44981.72,23/9/16,122613,60.0
T22644,C2332157,16/1/93,M,SHIVAJI PARK MAHIM MUMBAI,1938.97,23/9/16,122959,350.0
T22645,C6327839,15/4/73,M,GURGAON,7412.89,23/9/16,131304,50.0
T22646,C3925851,1/4/92,M,DELHI,673813.03,23/9/16,123048,100.0
T22647,C6395765,28/7/85,M,MUMBAI,592776.61,23/9/16,123059,1572.9
T22648,C3227460,23/1/78,F,DELHI,154193.28,23/9/16,123620,3499.0
T22649,C6493840,1/1/1800,M,RANGA REDDY,6766.27,23/9/16,132658,186.88
T22650,C4725526,13/2/93,F,KANGRA,21393.02,23/9/16,195301,115.0
T22651,C1619215,24/5/87,M,KOTTAYAM,8411.25,23/9/16,194534,110.0
T22652,C8256930,18/1/90,F,MUMBAI,26748.25,23/9/16,200206,135.07
T22653,C7026826,27/6/92,M,CACHAR,12.11,23/9/16,200231,30.0
T22654,C4165429,8/4/86,M,NAVI MUMBAI,9188.62,23/9/16,202120,7650.0
T22655,C5021334,19/12/53,M,MUMBAI,235434.86,23/9/16,75125,1.0
T22656,C1528819,13/7/72,M,NEW DELHI,33954.08,23/9/16,132925,340.0
T22657,C5938611,8/5/93,F,GURGAON,24798.19,23/9/16,124107,1250.0
T22658,C2725725,8/8/94,M,GURGAON,8114.15,23/9/16,121624,1000.0
T22659,C5820867,6/9/85,M,THIRUVALLUR,23146.81,23/9/16,200757,500.0
T22660,C8129324,1/7/61,F,PUNE,198889.21,23/9/16,205826,1499.0
T22661,C6227256,25/1/83,F,GURGAON,52484.04,23/9/16,210846,500.0
T22662,C1734986,17/4/83,M,BANGALORE,80879.42,23/9/16,131107,50.0
T22663,C7321724,1/1/1800,M,VATSALYA GUEST HOUSE HYDERABAD,737988.17,23/9/16,135137,977.5
T22664,C8359642,21/12/86,M,GREATER NOIDA,4564.07,23/9/16,125244,26.0
T22665,C7731416,1/1/1800,M,NEW DELHI,9427.19,23/9/16,124235,12943.24
T22666,C5018372,1/1/92,F,FIROZABAD,7628.6,23/9/16,202345,200.0
T22667,C5025332,19/10/77,F,NEW DELHI,44534.12,23/9/16,202512,556.0
T22668,C7920073,25/7/80,F,BHUBANESHWAR,15662.44,23/9/16,210847,599.1
T22669,C5927477,26/1/91,M,NEW DELHI,4371.95,23/9/16,201738,310.0
T22670,C5120721,16/6/82,M,VADODARA,20797.82,23/9/16,202943,100.0
T22671,C7128336,27/3/92,M,MEERUT,16683.0,23/9/16,202130,500.0
T22672,C3839475,20/8/94,F,NELLORE,8227.99,23/9/16,204328,74.04
T22673,C8614667,15/7/83,M,NOIDA,43531.05,23/9/16,204334,395.0
T22674,C7812144,10/4/82,F,GHAZIABAD,189.34,23/9/16,132923,309.0
T22675,C6880316,16/5/78,M,CUTTACK,63.09,23/9/16,133449,25.0
T22676,C1732712,8/11/94,M,BANGALORE,1628.92,23/9/16,133458,260.0
T22677,C3487244,5/5/92,M,DELHI,62.87,23/9/16,131533,70.0
T22678,C8812661,21/8/82,M,DELHI,20519.22,23/9/16,211250,700.0
T22679,C5810189,9/5/92,M,DEHRADUN,4932.5,23/9/16,211300,100.0
T22680,C3345827,8/8/90,F,DELHI,95850.14,23/9/16,212129,850.0
T22681,C8336928,6/10/80,M,MUMBAI,22295.87,23/9/16,200602,5637.0
T22682,C4148992,28/1/70,M,GURGAON,92971.37,23/9/16,201037,6428.13
T22683,C1835937,25/7/84,F,MUMBAI,16838.7,23/9/16,201252,500.0
T22684,C7541879,22/6/84,M,MUMBAI,150419.7,23/9/16,200443,782.0
T22685,C8832476,31/5/94,F,KASARAGOD,17854.17,23/9/16,204006,249.0
T22686,C3440676,6/3/81,M,BANGALORE,4318.33,23/9/16,203248,536.2
T22687,C5415820,15/6/82,M,BANGALORE,64700.39,23/9/16,75755,2600.0
T22688,C5922653,25/9/85,M,DELHI,189581.64,23/9/16,132755,1110.0
T22689,C8189613,7/11/97,M,KALMEGHA,10453.92,23/9/16,131849,50.0
T22690,C1717757,26/8/77,F,GURGAON,8815.39,23/9/16,131756,1702.03
T22691,C3866748,5/5/62,M,GURGAON,17250777.14,23/9/16,132012,800.0
T22692,C4819967,19/10/87,M,VASAI WEST,1787.62,23/9/16,132812,130.0
T22693,C8141347,1/1/1800,M,AHMEDABAD,38093.52,23/9/16,133341,6447.0
T22694,C3015915,20/5/91,M,CHANDIGARH,753.77,23/9/16,205025,50.0
T22695,C3519763,11/2/86,F,BANGALORE,10592.63,27/9/16,131826,221.0
T22696,C8520233,4/11/90,F,CHENNAI,563470.15,27/9/16,131827,3409.0
T22697,C6539920,18/5/81,F,THANE,214697.12,27/9/16,133624,10.0
T22698,C8439357,26/9/89,M,GURGAON,13567.41,27/9/16,130710,428.0
T22699,C3162461,1/10/84,F,NAVI MUMBAI,10118.95,27/9/16,130607,240.0
T22700,C8663315,1/1/1800,M,BANGALORE,4309.75,27/9/16,130700,2815.22
T22701,C6935888,28/8/93,F,PAREL (W) MUMBAI,11382.63,23/9/16,203956,230.06
T22702,C6630914,1/1/1800,M,GURGAON,1288807.84,23/9/16,204052,5402.0
T22703,C3030647,5/3/86,F,VISAKHAPATNAM,13015.96,23/9/16,201334,500.0
T22704,C1414229,25/3/88,F,KAPURTHALA,342799.87,23/9/16,200406,4255.0
T22705,C8133633,16/3/88,M,NASHIK,255204.55,23/9/16,200605,128.73
T22706,C2742512,6/11/90,M,BANGALORE,13627.89,23/9/16,200430,560.0
T22707,C1461963,12/8/69,M,MUMBAI,11558.43,23/9/16,200646,2400.0
T22708,C8221343,6/11/91,F,GANDHI NAGAR,9518.3,23/9/16,200912,461.0
T22709,C1323990,5/12/76,M,KALYANI NAGAR PUNE,2784.39,27/9/16,125614,70.0
T22710,C1428163,3/11/88,M,HOSUR,159.17,27/9/16,125145,30.0
T22711,C1691977,17/3/87,M,UDAIPUR,7008.33,27/9/16,125846,10.0
T22712,C2832761,1/1/1800,M,NOIDA,353407.14,23/9/16,194458,480.0
T22713,C1520647,13/8/93,F,JAIPUR,119948.16,23/9/16,194556,500.0
T22714,C8229880,1/1/90,M,NORTH SIKKIM,17017.82,23/9/16,194558,100.0
T22715,C4132823,1/1/1800,M,BANGALORE,434699.85,23/9/16,105836,35.0
T22716,C7910623,27/1/79,M,DELHI,121704.49,23/9/16,130523,9000.0
T22717,C9040017,1/7/77,M,HYDERABAD,106653.61,23/9/16,130741,1000.0
T22718,C4623742,25/8/93,F,GURGAON,90362.22,23/9/16,130743,623.0
T22719,C2727125,14/3/91,M,NEW DELHI,9868.82,23/9/16,131022,238.0
T22720,C8539450,30/7/89,F,MANGALORE,3471.76,23/9/16,130438,2102.9
T22721,C2015189,15/2/88,M,SABARKANTHA,12868.3,23/9/16,195431,460.0
T22722,C2513917,30/10/84,F,NOIDA,5531.92,23/9/16,195350,20.0
T22723,C7924969,8/2/92,M,MUMBAI,107.65,23/9/16,195639,2597.0
T22724,C3727849,3/8/90,M,MOHALI,13853.27,23/9/16,195644,171.83
T22725,C5625274,1/7/89,F,THIRUVANNAMALAI,252.6,23/9/16,195753,296.0
T22726,C5816015,1/1/1800,M,JABALPUR,42910.84,23/9/16,195508,635.9
T22727,C6217558,4/11/90,M,SONBHADRA,6544.68,23/9/16,195757,50.0
T22728,C4515766,26/6/86,F,PANCHKULA,22802.23,23/9/16,195557,100.0
T22729,C4923445,30/8/69,M,BANGALORE,28826.03,23/9/16,194836,194.0
T22730,C7913024,1/1/1800,M,NEW DELHI,92924.88,23/9/16,195022,324.0
T22731,C1836443,12/12/50,,MUMBAI,6703.3,23/9/16,201349,2000.0
T22732,C8438267,6/3/86,M,NADIAD,47768.56,23/9/16,195709,114.11
T22733,C3440689,11/5/87,M,KHARAR,24542.36,23/9/16,204041,1293.2
T22734,C6128541,8/9/86,M,JAIPUR,542973.17,23/9/16,131717,74.0
T22735,C3235563,31/7/93,F,BENGALURU,14712.42,23/9/16,124422,100.0
T22736,C2214383,26/4/88,M,MIRZAPUR,1264.19,23/9/16,131541,1512.9
T22737,C1117763,13/10/85,M,JALGAON,11248.83,23/9/16,132039,100.0
T22738,C4016148,1/1/88,M,BANGALORE,2099.43,23/9/16,200031,160.0
T22739,C2324779,4/3/87,M,VALSAD,36065.16,23/9/16,195745,49.0
T22740,C7945832,1/8/76,M,GREATOR NOIDA WEST,44849.6,23/9/16,200033,660.0
T22741,C1618954,1/1/1800,M,AHMEDNAGAR,87763.45,23/9/16,194357,185.0
T22742,C4611276,4/9/94,M,MODI NAGAR,67725.1,23/9/16,200923,670.0
T22743,C5631392,23/7/92,F,KUMTA,5570.53,23/9/16,195857,500.0
T22744,C4018075,1/4/89,M,AURANGABAD,9541.55,23/9/16,195902,1264.0
T22745,C5122616,25/9/85,M,DELHI,189581.64,23/9/16,194522,784.0
T22746,C8211691,18/3/88,M,NEW DELHI,326383.52,23/9/16,202652,1052.0
T22747,C5320722,28/12/91,M,THANE,10170.01,23/9/16,130048,198.0
T22748,C5921140,23/9/88,F,THANE WEST,12166.63,23/9/16,130336,184.0
T22749,C3742213,18/6/81,M,MOHALI,4347.22,23/9/16,125510,100.0
T22750,C1537390,6/12/93,F,BANGALORE,6042.42,23/9/16,130118,599.0
T22751,C4342564,31/7/84,M,MUMBAI,18329.04,23/9/16,132623,100.0
T22752,C7811142,29/8/86,M,CHENNAI,15873.97,23/9/16,195033,155.0
T22753,C6431158,22/10/79,M,MUMBAI,184235.65,23/9/16,195315,210.0
T22754,C7631813,17/11/73,M,MUMBAI,18578.61,23/9/16,195439,690.0
T22755,C3631832,25/1/87,M,AHMEDABAD,31941.34,23/9/16,195156,70.0
T22756,C1038744,18/10/78,M,PUNE,73592.43,23/9/16,195630,192.0
T22757,C1719263,31/1/89,F,SCHOOL PUNE,311345.33,23/9/16,195226,487.0
T22758,C6415535,4/6/87,M,HYDERABAD,570887.02,23/9/16,125951,500.0
T22759,C4429842,1/8/77,M,DELHI,86751.77,23/9/16,125807,1652.0
T22760,C4927948,26/11/87,M,NEW DELHI,5668.98,23/9/16,124418,837.0
T22761,C2629548,1/1/1800,M,PUNE,0.0,23/9/16,125406,3000.0
T22762,C7634679,6/3/94,M,RANGA REDDY,17966.28,23/9/16,130547,69.0
T22763,C6637059,1/9/87,F,AHMEDABAD,12.65,23/9/16,195647,750.0
T22764,C3518685,18/5/82,F,THANE,24346.49,23/9/16,200006,551.0
