,TransactionID,CustomerID,CustomerDOB,CustGender,CustLocation,CustAccountBalance,TransactionDate,TransactionTime,TransactionAmount (INR)
2345,T22347,C5512067,1975-01-01,M,MUMBAI,86355.59,2016-09-23,112603,640.0
2346,T22348,C7335269,1992-02-26,F,NAVI MUMBAI,15644.44,2016-09-23,110440,7225.0
2347,T22349,C3540667,1989-10-02,M,RANCHI,26186.9,2016-09-23,115144,7037.0
2349,T22351,C6932178,1986-09-19,M,CHANDIGARH,10875.08,2016-09-23,184421,5.0
2351,T22353,C6337988,1994-07-20,M,AMBASAMUDRAM,125649.33,2016-09-23,185025,150.0
2352,T22354,C2690434,1990-09-16,M,LUCKNOW,1611.95,2016-09-23,184131,878.0
2353,T22355,C3622723,1981-09-25,M,NAVI MUMBAI,23165.34,2016-09-23,193819,1000.0
2355,T22357,C8312838,1981-07-09,F,BANGALORE,174175.13,2016-09-23,114013,550.0
2357,T22359,C3316854,1985-04-05,M,NEW DELHI,20819.89,2016-09-23,114744,210.0
2358,T22360,C7425884,1991-12-22,M,ALLAHABAD,1803.11,2016-09-23,114744,1.0
2359,T22361,C8819744,1992-06-16,F,CHENNAI,831.57,2016-09-23,115243,540.0
2360,T22362,C2321722,1981-11-19,M,MUMBAI,363.02,2016-09-23,184848,1.0
2361,T22363,C1925830,1964-05-18,M,MUMBAI,244537.92,2016-09-23,184323,4467.64
2362,T22364,C8536077,1986-10-09,F,DELHI,25691.08,2016-09-23,184228,330.0
2363,T22365,C4316849,1988-06-23,M,GURGAON,47847.05,2016-09-23,184615,250.0
2364,T22366,C6211339,1986-03-11,M,CHANDIGARH,1.76,2016-09-23,24340,89.99
2365,T22367,C3112780,1992-11-08,M,THANE,92.25,2016-09-23,121129,200.0
2366,T22368,C2142565,1965-03-09,F,JODHPUR,111043.45,2016-09-23,121056,150.0
2367,T22369,C6843391,1956-01-16,F,MUMBAI,348338.1,2016-09-23,122608,2307.0
2369,T22371,C8614790,1970-05-11,M,AMRITSAR,185841.16,2016-09-23,185019,310.0
2370,T22372,C6149941,1980-08-14,F,HYDERABAD,777582.23,2016-09-23,185051,4503.0
2371,T22373,C1331626,1984-07-14,M,KORAMANGALA IST BLOCK BANGALORE,1107527.72,2016-09-23,185054,20800.0
2372,T22374,C8252444,1963-04-05,M,VYTILLA ERNAKULAM,27238.57,2016-09-23,190825,4800.0
2373,T22375,C8146824,1987-08-15,M,CHANDIGARH,13183.79,2016-09-23,190847,44.0
2374,T22376,C8319518,1992-07-23,F,AHMEDABAD,136.2,2016-09-23,193520,1056.65
2375,T22377,C2221173,1997-06-04,M,NEW DELHI,159139.02,2016-09-23,111715,843.0
2376,T22378,C2216732,1954-08-14,M,NEW DELHI,1614.62,2016-09-23,122148,2975.0
2377,T22379,C3743285,1986-10-30,F,AMBALA CANTT,3056.28,2016-09-23,115730,200.0
2378,T22380,C6627023,1992-07-08,F,JODHPUR,34764.78,2016-09-23,184305,1499.0
2379,T22381,C7416091,1991-12-14,M,CHENNAI,4495.37,2016-09-23,184501,30.0
2380,T22382,C8027516,1973-12-13,F,GURGAON,1065470.94,2016-09-23,184555,859.48
2381,T22383,C6740180,1992-03-07,M,BANGALORE,6512.7,2016-09-23,190748,30.0
2382,T22384,C2431750,1986-09-15,M,MUMBAI,55949.41,2016-09-23,120232,326.0
2383,T22385,C3120913,1990-07-23,M,NEW DELHI,6434.75,2016-09-23,115908,2614.0
2384,T22386,C4234066,1974-11-18,M,KOLKATA,108875.6,2016-09-23,122428,800.0
2385,T22387,C4141036,1992-05-26,F,GURGAON,14.74,2016-09-23,121316,50.0
2386,T22388,C4810659,1984-08-14,M,BANGALORE,118698.47,2016-09-23,121410,570.0
2387,T22389,C6417220,1988-02-17,F,GURGAON,24281.87,2016-09-23,122244,301.0
2388,T22390,C7931779,1988-10-03,M,SECUNDERABAD,15072.22,2016-09-23,190940,499.0
2389,T22391,C1947958,1989-12-13,M,DELHI,57.44,2016-09-23,190947,159.0
2390,T22392,C6536436,1976-05-24,F,SION E MUMBAI,27593.04,2016-09-23,193530,2260.0
2391,T22393,C2238764,1981-08-01,M,NEW DELHI,3798.36,2016-09-23,193531,100.0
2392,T22394,C4114359,1993-04-12,M,CHENNAI,5226.77,2016-09-23,192531,150.26
2393,T22395,C1031755,1989-01-07,M,THANE,4471.39,2016-09-23,191243,5669.7
2394,T22396,C6940233,1985-05-08,M,MUMBAI,29961.74,2016-09-23,191215,2500.5
2395,T22397,C5719772,1986-11-02,F,BANGALORE,10592.63,2016-09-23,192606,600.0
2396,T22398,C2379928,1989-07-11,F,BANGALORE,17034.86,2016-09-23,192755,329.44
2397,T22399,C6019325,1991-03-29,M,MUMBAI,11199.8,2016-09-23,120924,249.0
2398,T22400,C8610026,1992-05-28,M,GANDHINAGAR,144.57,2016-09-23,124324,100.0
2399,T22401,C1228813,1992-04-14,M,HYDERABAD,40603.63,2016-09-23,114936,4738.0
2400,T22402,C8433612,1991-12-31,M,SATARA,3447.64,2016-09-23,190626,318.0
2401,T22403,C5717731,1989-02-13,M,INDORE,12167.25,2016-09-23,191618,249.0
2402,T22404,C4683623,1989-11-19,F,DELHI,269150.29,2016-09-23,190322,1020.0
2403,T22405,C7441633,1987-01-09,M,AHMEDABAD,16382.8,2016-09-23,194344,400.0
2404,T22406,C1715257,1982-07-15,F,GORAKHPUR,25360.55,2016-09-23,194734,1395.01
2405,T22407,C4939016,1990-12-13,M,DELHI,2642.03,2016-09-23,112732,35.0
2406,T22408,C6237672,1993-08-23,F,RAMPUR,5052.46,2016-09-23,120701,98.0
2407,T22409,C3836351,1991-11-28,F,NOIDA,25967.52,2016-09-23,123234,275.0
2408,T22410,C7056560,1968-09-22,M,NEW DELHI,1055799.07,2016-09-23,190240,1850.0
2409,T22411,C8641760,1990-08-21,M,DEHRADUN,12843.01,2016-09-23,190452,175.0
2410,T22412,C3912218,1987-07-05,F,KANPUR,1118.94,2016-09-23,191023,310.0
2411,T22413,C3730767,1994-10-05,M,CUTTACK,2.32,2016-09-23,194559,25.0
2412,T22414,C8997032,1987-01-08,M,GURGAON,14275.8,2016-09-23,190910,600.0
2413,T22415,C7426951,1980-05-12,M,KOLKATA,45402.75,2016-09-23,190911,1649.0
2414,T22416,C1737087,1989-02-25,M,MUMBAI,63578.01,2016-09-23,190912,825.0
2416,T22418,C4725258,1984-11-12,F,MUMBAI,147524.65,2016-09-23,120935,1564.0
2417,T22419,C8413214,1995-01-18,M,DELHI,9794.57,2016-09-23,120924,2020.0
2418,T22420,C5040574,1988-10-11,F,VARANASI,264900.63,2016-09-23,124250,195.0
2419,T22421,C1910379,1992-04-01,M,NEW DELHI,19417.25,2016-09-23,124251,300.0
2421,T22423,C8236564,1993-07-28,F,DELHI,20806.68,2016-09-23,122044,1850.0
2422,T22424,C3023881,1984-07-04,F,NELLORE,26449.7,2016-09-23,123101,245.07
2423,T22425,C5622331,1952-05-25,M,HOSAKEREHALLI POST BANGALORE,49104.14,2016-09-23,191730,250.0
2424,T22426,C7928287,1981-03-25,M,GUNTUR,74003.54,2016-09-23,191813,840.0
2425,T22427,C1714442,1972-03-28,M,THANE,6477.51,2016-09-23,195725,958.0
2426,T22428,C2814587,1988-08-29,M,CHINCHWAD PUNE,4628.81,2016-09-23,195725,202.83
2427,T22429,C1395378,1985-07-10,F,VADODARA,2382.46,2016-09-23,191822,70.0
2428,T22430,C7828585,1952-09-09,M,SULTANATE OFOMAN,9855.33,2016-09-23,191730,182.26
2430,T22432,C6824760,1976-12-12,M,NEW DELHI,11922.98,2016-09-23,191636,247.0
2431,T22433,C8459741,1986-11-10,F,DELHI,147989.1,2016-09-23,191920,1517.0
2432,T22434,C4598321,1945-10-16,M,GUNTUR,1221396.53,2016-09-23,113335,10115.0
2433,T22435,C5227084,1990-03-15,F,DELHI,2870.24,2016-09-23,112747,590.0
2434,T22436,C5969240,1979-04-28,F,NEW DELHI,31812.92,2016-09-23,123426,65.0
2435,T22437,C4314925,1985-04-27,M,PUNE,1297.07,2016-09-23,122031,200.0
2436,T22438,C7326237,1995-02-04,F,NAVI MUMBAI,2337.49,2016-09-23,112950,50.0
2437,T22439,C4362036,1978-09-23,F,GURGAON,561105.42,2016-09-23,123123,1299.0
2438,T22440,C6414737,1990-02-10,M,DHANETI,54610.2,2016-09-23,122805,2000.0
2439,T22441,C8941919,1991-03-13,F,BANGALORE,14945.13,2016-09-23,191942,292.0
2440,T22442,C8459090,1984-11-19,M,BILASPUR,30437.12,2016-09-23,190311,1648.0
2441,T22443,C8519080,1989-01-21,F,THOOTHUKUDI,47145.08,2016-09-23,190311,500.0
2442,T22444,C8910719,1952-02-08,M,GURGAON,559221.06,2016-09-23,191552,7069.0
2443,T22445,C5936245,1985-04-18,M,PUNE,42876.92,2016-09-23,200305,740.0
2444,T22446,C9018878,1981-09-06,M,GURGAON,3589.85,2016-09-23,194325,340.0
2445,T22447,C4451765,1988-03-20,M,NOIDA,7258.13,2016-09-23,190154,410.0
2446,T22448,C2520471,1976-07-09,F,GURGAON,10024.98,2016-09-23,200107,200.0
2447,T22449,C3113269,1988-01-04,M,ANJAR,100793.85,2016-09-23,120949,155.0
2448,T22450,C6357264,1980-05-08,F,MUMBAI,843628.39,2016-09-23,121236,20000.0
2449,T22451,C6531126,1995-12-30,M,SURENDRANAGAR,7.5,2016-09-23,121424,20.0
2450,T22452,C8031412,1980-09-28,M,GURGAON,128252.15,2016-09-23,121430,748.0
2451,T22453,C1615814,1981-04-04,M,FARIDABAD,10427.19,2016-09-23,123743,1200.0
2453,T22455,C8531255,1996-03-10,F,DEHRADUN,2212.91,2016-09-23,115538,2300.0
2454,T22456,C2136088,1982-09-14,M,NEW DELHI,212704.8,2016-09-23,115822,200.0
2455,T22457,C5142936,1991-02-03,F,THANE,90574.59,2016-09-23,120133,3447.72
2456,T22458,C1158477,1993-07-28,F,DELHI,28874.73,2016-09-23,115241,525.0
2457,T22459,C1721432,1975-09-15,M,NOIDA,218279.05,2016-09-23,114122,1465.0
2458,T22460,C6239941,1989-07-04,M,BIJNOR,10721.24,2016-09-23,124641,30.0
2460,T22462,C7446236,1976-12-02,M,MEERUT,31637.8,2016-09-23,195612,260.0
2461,T22463,C7721517,1991-10-18,F,BANGALORE,11615.05,2016-09-23,200342,897.0
2462,T22464,C8821420,1970-06-14,M,CHENNAI,29833.77,2016-09-23,194607,1392.0
2464,T22466,C1650554,1981-11-02,M,DELHI,93247.36,2016-09-23,193321,7493.0
2465,T22467,C8528512,1978-11-25,F,MUMBAI,193605.17,2016-09-23,193324,9945.0
2466,T22468,C5514860,1985-06-05,M,MUMBAI,5582.58,2016-09-23,195442,200.0
2467,T22469,C4015137,1986-05-12,M,BAREILLY,59150.68,2016-09-23,202540,538.14
2468,T22470,C6034937,1962-10-09,M,GURGAON,161732.27,2016-09-23,124020,3543.0
2470,T22472,C4619011,1984-08-14,M,VIJAYAWADA,2.38,2016-09-23,64555,2.0
2471,T22473,C3134915,1992-06-02,F,DELHI,63291.91,2016-09-23,121810,125.0
2472,T22474,C6018131,1992-06-13,M,KHAMMAM,3136.54,2016-09-23,122845,20.0
2473,T22475,C5310545,1987-01-13,M,BANGALORE,28782.75,2016-09-23,123148,310.0
2474,T22476,C6125848,1927-02-23,M,SECUNDERABAD,1401790.29,2016-09-23,123149,328.0
2475,T22477,C8924029,1997-03-24,M,BANGALORE,95.84,2016-09-23,123339,799.0
2476,T22478,C2715551,1993-12-04,M,NOIDA,5294.19,2016-09-23,123626,490.0
2477,T22479,C8239674,1994-02-05,M,TIRUVANNAMALAI,19000.82,2016-09-23,192809,17.0
2479,T22481,C6711588,1995-02-22,F,PATNA,51814.1,2016-09-23,201736,350.0
2480,T22482,C5115811,1981-04-04,M,FARIDABAD,10427.19,2016-09-23,122841,856.7
2481,T22483,C7914011,1976-10-09,M,SAHARANPUR,1351080.09,2016-09-23,122112,299.0
2482,T22484,C3130935,1991-03-27,M,NASHIK,2476.65,2016-09-23,133321,1000.0
2483,T22485,C3153135,1985-11-04,M,GHAZIABAD,521948.28,2016-09-23,133245,149.0
2484,T22486,C7868279,1989-12-22,M,JAIPUR,7791.17,2016-09-23,133706,60.0
2485,T22487,C1022883,1984-06-07,M,BHOPAL,173391.52,2016-09-23,194941,441.5
2486,T22488,C1140073,1993-12-19,F,NEW DELHI,36945.66,2016-09-23,194314,154.13
2487,T22489,C5221821,1991-04-22,M,AJMER,12.02,2016-09-23,195144,200.0
2488,T22490,C3730554,1974-10-09,M,CHANDIGARH,6436.07,2016-09-23,202130,6600.0
2489,T22491,C7314826,1963-02-20,M,RAIGAD,428333.95,2016-09-23,123124,600.0
2490,T22492,C4121031,1980-07-02,M,MAPUSA,101599.46,2016-09-23,121619,33608.0
2491,T22493,C2118756,1987-07-22,M,NOIDA,109830.27,2016-09-23,122214,788.85
2492,T22494,C2310849,1975-07-05,M,PUNE,1875.46,2016-09-23,122520,5000.0
2493,T22495,C5723448,1986-02-18,M,THANE,22000.56,2016-09-23,122523,604.76
2494,T22496,C3911854,1989-01-11,M,BARMER,39670.94,2016-09-23,132355,130.0
2495,T22497,C5726975,1990-03-02,M,GURGAON,600478.78,2016-09-27,134717,722.0
2496,T22498,C3335636,1976-02-24,M,GREATER NOIDA,22205.42,2016-09-27,135017,536.92
2497,T22499,C5037130,1982-07-05,M,NEW DELHI,4405.12,2016-09-27,135542,100.0
2498,T22500,C7027172,1990-04-27,F,THANE,67430.18,2016-09-27,132941,178.0
2499,T22501,C3621835,1983-09-17,M,TIRUPATI,2543.1,2016-09-27,131808,250.0
2500,T22502,C1842157,1975-08-01,M,RAIPUR,7166.19,2016-09-23,195313,133.0
2501,T22503,C5318888,1990-04-01,M,PANIPAT,3191.07,2016-09-23,194956,3200.0
2502,T22504,C8338938,1986-07-10,F,BANGALORE,3210.01,2016-09-23,195151,423.0
2504,T22506,C4920137,1992-01-25,M,PALGHAR,3453.34,2016-09-23,195404,16.0
2505,T22507,C8217219,1982-07-18,M,NAVI MUMBAI,95844.09,2016-09-23,195836,650.0
2506,T22508,C7530245,1992-09-30,M,AURANGABAD AURANGABAD,178.28,2016-09-23,195930,60.0
2508,T22510,C4559124,1978-09-25,F,GURGAON,6497.8,2016-09-23,195759,11300.0
2509,T22511,C4463477,1988-03-10,M,MOHALI,57224.63,2016-09-23,195803,500.0
2510,T22512,C3211435,1978-12-07,M,LUCKNOW,25256.28,2016-09-23,194253,200.0
2511,T22513,C5437477,1977-05-06,M,CHENNAI,14697.89,2016-09-23,194215,500.0
2512,T22514,C6812390,1982-02-20,M,DOHA,30048.81,2016-09-23,194217,1050.0
2513,T22515,C4610336,1994-02-01,M,DELHI,8774.09,2016-09-23,192522,1205.0
2514,T22516,C8731448,1988-07-27,M,AMRITSAR,16027.79,2016-09-23,190730,55.0
2515,T22517,C2817353,1972-07-10,M,ALWAR,6177.7,2016-09-23,120643,355.0
2517,T22519,C2421216,1978-12-27,M,ANDHERI W MUMBAI,3270.96,2016-09-23,115926,1042.0
2519,T22521,C2138435,1992-03-11,M,DELHI,162724.57,2016-09-23,122027,100.0
2520,T22522,C2235852,1985-06-14,M,BANGALORE,20283.88,2016-09-23,122320,500.0
2521,T22523,C4115622,1987-11-06,M,LUCKNOW,161.29,2016-09-23,120027,36.0
2522,T22524,C5436016,1993-08-21,M,KARNAL,13103.73,2016-09-23,120557,2129.0
2523,T22525,C2928434,1986-03-02,M,KOLAR,15806.7,2016-09-23,114932,400.0
2524,T22526,C1313866,1993-03-20,F,VISAKHAPATNAM,5206.44,2016-09-23,93927,50.0
2525,T22527,C2741582,1943-07-15,M,NASHIK,140297.23,2016-09-23,193717,3008.0
2526,T22528,C5564257,1988-04-28,F,NEW DELHI,1022.23,2016-09-23,192722,47.0
2527,T22529,C4320735,1991-02-06,M,KANNUR,71.58,2016-09-23,114843,782.0
2528,T22530,C6634413,1986-03-15,M,LUDHIANA,26155.5,2016-09-23,114848,47.0
2529,T22531,C6637448,1986-06-28,M,MUMBAI,6793.84,2016-09-23,123136,150.0
2530,T22532,C8617235,1985-05-22,F,GURGAON,511066.28,2016-09-23,131107,14296.42
2531,T22533,C7119913,1991-06-02,F,JAIPUR,534.95,2016-09-23,115451,250.0
2532,T22534,C6115955,1994-01-25,M,JAIPUR,302.86,2016-09-23,120041,99.0
2533,T22535,C9030174,1990-12-23,F,DELHI,44523.78,2016-09-23,114723,224.01
2534,T22536,C1229823,1991-04-23,M,DELHI,207118.68,2016-09-23,191157,100.0
2535,T22537,C8725672,1985-03-23,F,MUMBAI,18248.03,2016-09-23,191201,258.0
2536,T22538,C3829932,1982-07-08,M,PATIALA,66304.94,2016-09-23,191203,300.0
2539,T22541,C1928633,1993-05-05,F,RAJKOT,22409.44,2016-09-23,191311,650.0
2540,T22542,C3222327,1985-05-16,M,SOUTH 24 PARGANAS,6575.6,2016-09-23,191558,140.0
2541,T22543,C1023723,1985-05-07,M,GURGAON,6.54,2016-09-23,190309,915.0
2542,T22544,C2850728,1984-02-01,M,SITAMARHI,73827.89,2016-09-23,190241,4568.0
2543,T22545,C6025744,1992-08-07,M,SION (E) MUMBAI,27594.57,2016-09-23,195804,51.0
2544,T22546,C8828044,1984-07-31,M,FARIDABAD,502891.74,2016-09-23,195954,1295.0
2545,T22547,C5328913,1991-07-19,M,KHURDA-ORISSA,57455.86,2016-09-23,195957,385.0
2546,T22548,C1512316,1993-06-18,M,MUMBAI,489.51,2016-09-23,193638,37.0
2547,T22549,C6230838,1986-07-06,M,SILIGURI,5107.39,2016-09-23,192136,187.0
2548,T22550,C5653222,1959-01-26,M,GURGAON,519124.14,2016-09-23,193742,60490.0
2549,T22551,C3897051,1990-10-15,M,BADAUN,2782.73,2016-09-23,195522,50.0
2550,T22552,C1217028,1988-02-24,M,CHENNAI,11404.36,2016-09-23,120240,1345.0
2551,T22553,C5632044,1988-05-25,F,KOLLAM,20429.39,2016-09-23,123808,851.0
2552,T22554,C5141140,1991-09-01,M,NEW DELHI,81.86,2016-09-23,120314,350.0
2553,T22555,C5552770,1994-08-15,F,MUMBAI,21804.85,2016-09-23,120341,100.0
2554,T22556,C4552562,1989-01-01,M,JAIPUR,9101.84,2016-09-23,193040,50.0
2555,T22557,C4221766,1989-10-21,M,JHAJJAR,44938.19,2016-09-23,193048,155.0
2557,T22559,C4728166,1970-06-08,M,HINGANGHAT DIST WARDHA,2917.73,2016-09-23,192154,530.0
2558,T22560,C3520740,1991-12-28,M,THANE,10170.01,2016-09-23,124317,50.0
2559,T22561,C4663427,1992-04-16,M,KANPUR,13.12,2016-09-23,124411,80.0
2560,T22562,C5311988,1992-08-03,M,GWALIOR,14766.07,2016-09-23,120105,606.9
2561,T22563,C8129033,1993-08-08,M,GHAZIABAD,12151.03,2016-09-23,125701,47.0
2562,T22564,C5425117,1988-01-01,M,KAITHAL,3531.79,2016-09-23,125755,7194.0
2563,T22565,C7819517,1968-04-09,M,VADODARA,156977.49,2016-09-23,121948,3250.0
2564,T22566,C2718737,1990-08-23,M,HOSHIARPUR,175213.48,2016-09-23,124925,1000.0
2566,T22568,C2814658,1988-03-21,M,BANGALORE,32139.79,2016-09-23,192752,3000.0
2567,T22569,C2314067,1995-09-22,M,GHAZIABAD,8985.55,2016-09-23,193227,300.0
2568,T22570,C4324664,1990-04-17,F,MUMBAI,36706.25,2016-09-23,193234,100.0
2569,T22571,C6310151,1981-05-10,M,DELHI,65243.72,2016-09-23,193237,803.0
2570,T22572,C6861119,1971-12-18,F,ROAD BANGALORE,126883.05,2016-09-23,193445,1033.0
2571,T22573,C4432867,1989-02-14,M,PATNA,8688.98,2016-09-23,193608,1034.0
2572,T22574,C4117267,1976-07-30,M,THANE,22088.36,2016-09-23,193114,690.0
2573,T22575,C4134453,1988-10-28,M,NEW DELHI,65920.02,2016-09-23,193114,137.0
2574,T22576,C2421667,1972-07-29,F,BANGALORE,238660.46,2016-09-23,194911,1516.0
2575,T22577,C7520764,1976-12-24,F,NEW DELHI,125686.87,2016-09-23,123153,212.0
2576,T22578,C3513023,1987-02-09,F,GURGAON,27251.42,2016-09-23,123257,257.82
2577,T22579,C1533371,1969-07-15,M,ROHINI DELHI,919994.57,2016-09-23,123250,2022.01
2578,T22580,C1122131,1989-10-05,F,PANCHKULA,1944.85,2016-09-23,121924,100.0
2579,T22581,C1754165,1989-06-09,M,MUMBAI,5457.64,2016-09-23,193855,162.0
2580,T22582,C8095045,1988-09-19,M,HYDERABAD,7209.95,2016-09-23,193856,165.0
2581,T22583,C3013880,1989-06-07,F,LUCKNOW,66.93,2016-09-23,193856,540.0
2582,T22584,C4230316,1983-11-21,F,BANGALORE,197471.41,2016-09-23,193928,250.0
2584,T22586,C2614875,1982-04-24,M,MUMBAI,4465.9,2016-09-23,194004,25.0
2585,T22587,C6127443,1990-07-22,F,NOIDA,73056.14,2016-09-23,200144,74.71
2586,T22588,C6312425,1985-02-06,F,DELHI,242912.56,2016-09-23,194323,723.0
2587,T22589,C2337873,1988-11-21,F,KOLKATA,16356.41,2016-09-23,194325,1498.0
2588,T22590,C3321365,1983-01-23,F,MUMBAI,273113.19,2016-09-23,193822,229.0
2589,T22591,C1232343,1989-04-07,F,JALANDHAR,60008.99,2016-09-23,195407,500.0
2590,T22592,C7629336,1991-09-26,M,SECUNDERABAD,120.0,2016-09-23,194027,20.0
2591,T22593,C4818433,1983-11-14,M,BARMER,10421.58,2016-09-23,194641,950.0
2592,T22594,C3739925,1971-10-21,M,MUMBAI,12164.0,2016-09-23,131031,4.0
2593,T22595,C7226588,1992-06-23,M,BANGALORE,2270.57,2016-09-23,124550,10.0
2594,T22596,C2210952,1993-01-06,F,PARK PHASE 1 HINJEWADI PUNE PUNE,67957.14,2016-09-23,125004,1079.0
2595,T22597,C6622618,1987-04-03,M,SONITPUR,4757.86,2016-09-23,193351,126.0
2596,T22598,C7310549,1986-04-14,M,DELHI,36941.64,2016-09-23,192358,200.0
2597,T22599,C8039788,1990-02-25,M,RANCHI,156282.31,2016-09-23,192401,310.0
2598,T22600,C2911579,1992-02-15,M,DELHI,8797.55,2016-09-23,200919,8000.0
2599,T22601,C6024031,1987-12-02,F,NOIDA,5277.9,2016-09-23,201129,2099.0
2600,T22602,C5417342,1978-02-28,M,DELHI,143712.17,2016-09-23,123449,7621.0
2601,T22603,C4741835,1982-10-06,F,MUMBAI,1147336.53,2016-09-23,124434,187.83
2602,T22604,C5631416,1983-01-18,F,NOIDA,633156.2,2016-09-23,124705,2296.0
2603,T22605,C5720221,1990-04-11,F,CHENNAI,563470.15,2016-09-23,125243,1186.8
2604,T22606,C7211211,1950-01-12,M,GHAZIABAD,31204.09,2016-09-23,125048,409.0
2605,T22607,C6436638,1989-10-11,M,GURGAON,166521.05,2016-09-23,192533,440.0
2606,T22608,C5518564,1990-11-04,F,DHANBAD,37138.99,2016-09-23,202215,308.0
2607,T22609,C4724416,1993-07-09,M,GURGAON,13621.58,2016-09-23,201742,211.95
2608,T22610,C2524241,1950-11-11,F,MUMBAI,304926.34,2016-09-23,201743,620.0
2609,T22611,C6040819,1964-08-06,F,DELHI,10171.93,2016-09-23,201744,7020.0
2611,T22613,C3236583,1983-07-17,M,JABALPUR,8137.66,2016-09-23,122520,50.0
2612,T22614,C4342291,1985-04-05,M,COIMBATORE,14156.84,2016-09-23,123328,1000.0
2613,T22615,C5423137,1987-01-12,F,PUNE,27422.28,2016-09-23,130704,1490.0
2614,T22616,C2939944,1952-12-21,F,HOSHIARPUR,69079.38,2016-09-23,125337,76.56
2615,T22617,C4523086,1991-06-14,M,HYDERABAD,6383.63,2016-09-23,192350,845.0
2616,T22618,C8119436,1989-06-11,F,NEW DELHI,77516.48,2016-09-23,201258,177.94
2617,T22619,C4712171,1988-03-22,M,DELHI,224763.28,2016-09-23,201258,530.0
2618,T22620,C3521982,1984-06-20,F,BORIVALI EAST MUMBAI,234941.74,2016-09-23,201600,9093.0
2619,T22621,C7790333,1982-01-07,F,GHAZIABAD,12704.29,2016-09-23,202517,3700.0
2620,T22622,C8917772,1989-09-28,M,MUMBAI,3251.18,2016-09-23,200521,14796.0
2621,T22623,C1539951,1985-10-02,M,KOLKATA,37143.01,2016-09-23,123800,20.0
2622,T22624,C1619711,1957-08-20,F,SONEPAT,60391.1,2016-09-23,123801,48990.0
2623,T22625,C3233480,1989-07-18,F,GHAZIABAD,8076.16,2016-09-23,125422,23000.0
2624,T22626,C4016964,1990-10-27,F,ALWAR,13363.5,2016-09-23,124630,105.0
2625,T22627,C5411453,1978-12-07,M,LUCKNOW,25256.28,2016-09-23,195226,101.21
2626,T22628,C4720052,1982-06-07,M,JAIPUR,26649.63,2016-09-23,195404,3700.0
2627,T22629,C7725649,1990-10-06,M,PUNE,89882.89,2016-09-23,202006,300.0
2628,T22630,C4510437,1978-10-30,M,MUMBAI,15273.15,2016-09-23,202148,500.0
2629,T22631,C6525571,1985-08-28,M,MOUNT HAWTHORN,86681.06,2016-09-23,195157,1000.0
2630,T22632,C3041728,1982-02-09,M,JAIPUR,26314.18,2016-09-23,195202,409.0
2631,T22633,C1719065,1982-07-30,F,MUMBAI,680591.43,2016-09-23,195531,1304.0
2632,T22634,C2021619,1990-08-24,F,BAHADURGARH,36412.09,2016-09-23,202344,98.0
2633,T22635,C3555084,1992-03-31,F,NEW DELHI,46242.5,2016-09-23,124742,285.0
2634,T22636,C6933319,1969-07-15,M,ROHINI DELHI,919994.57,2016-09-23,131047,2585.0
2635,T22637,C3883028,1987-10-13,M,GUWAHATI,28599.03,2016-09-23,200145,30996.0
2636,T22638,C4893062,1984-03-28,M,BHARUCH,135588.81,2016-09-23,195118,639.2
2637,T22639,C5672275,1989-05-04,M,DELHI,12804.69,2016-09-23,195006,286.0
2638,T22640,C7815817,1987-08-29,M,MOHALI,8099.78,2016-09-23,195859,1999.0
2639,T22641,C3111488,1993-01-07,M,CHANDAUSI,13804.0,2016-09-23,200818,350.0
2640,T22642,C6496468,1972-10-03,F,LUCKNOW,8348.02,2016-09-23,200822,310.0
2641,T22643,C4042731,1982-05-31,M,SURAT,44981.72,2016-09-23,122613,60.0
2642,T22644,C2332157,1993-01-16,M,SHIVAJI PARK MAHIM MUMBAI,1938.97,2016-09-23,122959,350.0
2643,T22645,C6327839,1973-04-15,M,GURGAON,7412.89,2016-09-23,131304,50.0
2644,T22646,C3925851,1992-01-04,M,DELHI,673813.03,2016-09-23,123048,100.0
2645,T22647,C6395765,1985-07-28,M,MUMBAI,592776.61,2016-09-23,123059,1572.9
2646,T22648,C3227460,1978-01-23,F,DELHI,154193.28,2016-09-23,123620,3499.0
2648,T22650,C4725526,1993-02-13,F,KANGRA,21393.02,2016-09-23,195301,115.0
2649,T22651,C1619215,1987-05-24,M,KOTTAYAM,8411.25,2016-09-23,194534,110.0
2650,T22652,C8256930,1990-01-18,F,MUMBAI,26748.25,2016-09-23,200206,135.07
2651,T22653,C7026826,1992-06-27,M,CACHAR,12.11,2016-09-23,200231,30.0
2652,T22654,C4165429,1986-08-04,M,NAVI MUMBAI,9188.62,2016-09-23,202120,7650.0
2653,T22655,C5021334,1953-12-19,M,MUMBAI,235434.86,2016-09-23,75125,1.0
2654,T22656,C1528819,1972-07-13,M,NEW DELHI,33954.08,2016-09-23,132925,340.0
2655,T22657,C5938611,1993-08-05,F,GURGAON,24798.19,2016-09-23,124107,1250.0
2656,T22658,C2725725,1994-08-08,M,GURGAON,8114.15,2016-09-23,121624,1000.0
2657,T22659,C5820867,1985-06-09,M,THIRUVALLUR,23146.81,2016-09-23,200757,500.0
2658,T22660,C8129324,1961-01-07,F,PUNE,198889.21,2016-09-23,205826,1499.0
2659,T22661,C6227256,1983-01-25,F,GURGAON,52484.04,2016-09-23,210846,500.0
